college,prof_firstname,prof_lastname,program,male,non_white,link_rmp,NOTES
OHIO STATE UNIVERSITY,JENNIFER,FINNERTY,PSYCHOLOGY,0,99,DNE,
OHIO STATE UNIVERSITY,JAY,FOURNIER,PSYCHOLOGY,1,0,DNE,
OHIO STATE UNIVERSITY,MARY,FRISTAD,PSYCHOLOGY,0,0,DNE,
OHIO STATE UNIVERSITY,CYNTHIA,GERHARDT,PSYCHOLOGY,0,0,DNE,
OHIO STATE UNIVERSITY,CURTIS,HAUGTVEDT,PSYCHOLOGY,1,0,https://www.ratemyprofessors.com/professor/545192,
OHIO STATE UNIVERSITY,SUSAN,HAVERCAMP,PSYCHOLOGY,0,0,DNE,
OHIO STATE UNIVERSITY,DEREK,HUSTON,PSYCHOLOGY,1,0,DNE,
OHIO STATE UNIVERSITY,JAMIE,JACKSON,PSYCHOLOGY,0,0,https://www.ratemyprofessors.com/professor/905597,
OHIO STATE UNIVERSITY,JANICE,KIECOLT-GLASER,PSYCHOLOGY,0,0,DNE,
OHIO STATE UNIVERSITY,ANTHONY,KING,PSYCHOLOGY,1,0,DNE,
OHIO STATE UNIVERSITY,NANCY,KRASA,PSYCHOLOGY,0,0,DNE,
OHIO STATE UNIVERSITY,KRISTIN,KUNTZ,PSYCHOLOGY,0,0,DNE,
OHIO STATE UNIVERSITY,SOPHIE,LAZARUS,PSYCHOLOGY,0,0,https://www.ratemyprofessors.com/professor/1697838,
OHIO STATE UNIVERSITY,JOYCE,LEE,PSYCHOLOGY,0,1,DNE,
OHIO STATE UNIVERSITY,ROBERT,"LOUNT, JR",PSYCHOLOGY,1,0,https://www.ratemyprofessors.com/professor/1111201,
OHIO STATE UNIVERSITY,STEVEN,MACEACHERN,PSYCHOLOGY,1,0,https://www.ratemyprofessors.com/professor/999436,
OHIO STATE UNIVERSITY,AUBREY,MOE,PSYCHOLOGY,0,0,DNE,
OHIO STATE UNIVERSITY,CHRISTOPHER,NGUYEN,PSYCHOLOGY,1,1,DNE,
OHIO STATE UNIVERSITY,MEGAN,NORRIS,PSYCHOLOGY,0,99,DNE,
OHIO STATE UNIVERSITY,MARIO,PERUGGIA,PSYCHOLOGY,1,0,https://www.ratemyprofessors.com/professor/999435,
OHIO STATE UNIVERSITY,CHRISTOPHER,RAY,PSYCHOLOGY,1,99,https://www.ratemyprofessors.com/professor/2486624,
OHIO STATE UNIVERSITY,JOHN,SHERIDAN,PSYCHOLOGY,1,0,DNE,
OHIO STATE UNIVERSITY,SUSAN,TRAVERS,PSYCHOLOGY,0,0,DNE,
OHIO STATE UNIVERSITY,KATHRYN,VANNATTA,PSYCHOLOGY,0,0,DNE,
OHIO STATE UNIVERSITY,THEODORE,WAGENER,PSYCHOLOGY,1,0,DNE,
OHIO STATE UNIVERSITY,SHARLA,WELLS-DI GREGORIO,PSYCHOLOGY,0,0,DNE,
OHIO STATE UNIVERSITY,ANDREA,WITWER,PSYCHOLOGY,0,0,DNE,
OHIO STATE UNIVERSITY,ALEX,ACS,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/2483099,
OHIO STATE UNIVERSITY,JANET,BOX-STEFFENSMEIER,POLITICAL SCIENCE,0,0,https://www.ratemyprofessors.com/professor/2723284,
OHIO STATE UNIVERSITY,BEAR,BRAUMOELLER,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/1262579,
OHIO STATE UNIVERSITY,SARAH,BROOKS,POLITICAL SCIENCE,0,0,https://www.ratemyprofessors.com/professor/235278,
OHIO STATE UNIVERSITY,GREGORY,CALDEIRA,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/130690,
OHIO STATE UNIVERSITY,SKYLER,CRANMER,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/2360602,
OHIO STATE UNIVERSITY,CHRISTOPHER,GELPI,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/1895989,
OHIO STATE UNIVERSITY,VLADIMIR,KOGAN,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/1774996,
OHIO STATE UNIVERSITY,MARCUS,KURTZ,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/144845,
OHIO STATE UNIVERSITY,ERIN,LIN,POLITICAL SCIENCE,0,1,https://www.ratemyprofessors.com/professor/2217820,
OHIO STATE UNIVERSITY,ERIC,MACGILVRAY,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/950557,
OHIO STATE UNIVERSITY,BENJAMIN,MCKEAN,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/1883953,
OHIO STATE UNIVERSITY,WILLIAM,MINOZZI,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/1067602,
OHIO STATE UNIVERSITY,JENNIFER,MITZEN,POLITICAL SCIENCE,0,0,https://www.ratemyprofessors.com/professor/603237,
OHIO STATE UNIVERSITY,MICHAEL,NEBLO,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/873642,
OHIO STATE UNIVERSITY,THOMAS,NELSON,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/422844,
OHIO STATE UNIVERSITY,JAN,PIERSKALLA,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/1964100,
OHIO STATE UNIVERSITY,MELINA,RITCHIE,POLITICAL SCIENCE,0,0,DNE,
OHIO STATE UNIVERSITY,AMANDA,ROBINSON,POLITICAL SCIENCE,0,0,https://www.ratemyprofessors.com/professor/1930268,
OHIO STATE UNIVERSITY,EMMA,SAUNDERS-HASTINGS,POLITICAL SCIENCE,0,0,https://www.ratemyprofessors.com/professor/2409434,
OHIO STATE UNIVERSITY,RANDALL,SCHWELLER,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/144850,
OHIO STATE UNIVERSITY,NATHANIEL,SWIGGER,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/1538854,
OHIO STATE UNIVERSITY,ALEXANDER,THOMPSON,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/254195,
OHIO STATE UNIVERSITY,SARA,WATSON,POLITICAL SCIENCE,0,0,https://www.ratemyprofessors.com/professor/1228902,
OHIO STATE UNIVERSITY,ALEXANDER,WENDT,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/973685,
OHIO STATE UNIVERSITY,THOMAS,WOOD,POLITICAL SCIENCE,1,0,DNE,
OHIO STATE UNIVERSITY,NICOLE,YADON,POLITICAL SCIENCE,0,0,https://www.ratemyprofessors.com/professor/2739220,
OHIO STATE UNIVERSITY,ROBERT,BOND,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/2725502,
OHIO STATE UNIVERSITY,WILLIAM,EVELAND,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/124527,
OHIO STATE UNIVERSITY,STÉPHANE,LAVERTU,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/1779313,
OHIO STATE UNIVERSITY,WENDY,SMOOTH,POLITICAL SCIENCE,0,1,https://www.ratemyprofessors.com/professor/927549,
OHIO STATE UNIVERSITY, PIERS NORRIS,TURNER,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/2525096,
OHIO STATE UNIVERSITY,WILLIAM,ANGEL,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/316628,
OHIO STATE UNIVERSITY,HERB,ASHER,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/128561,
OHIO STATE UNIVERSITY,LAWRENCE,BAUM,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/155047,
OHIO STATE UNIVERSITY,PAUL,BECK,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/51154,
OHIO STATE UNIVERSITY,HOWARD,FEDERSPIEL,POLITICAL SCIENCE,1,0,DNE,
OHIO STATE UNIVERSITY,RICHARD,GUNTHER,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/175034,
OHIO STATE UNIVERSITY,RICHARD,HERRMANN,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/46855,
OHIO STATE UNIVERSITY,R. WILLIAM,LIDDLE,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/526765,
OHIO STATE UNIVERSITY,KATHLEEN,MCGRAW,POLITICAL SCIENCE,0,99,https://www.ratemyprofessors.com/professor/175678,
OHIO STATE UNIVERSITY,JOHN,MUELLER,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/175682,
OHIO STATE UNIVERSITY,TONY,MUGHAN,POLITICAL SCIENCE,1,0,DNE,
OHIO STATE UNIVERSITY,BRIAN,POLLINS,POLITICAL SCIENCE,1,0,DNE,
OHIO STATE UNIVERSITY,RANDALL,RIPLEY,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/811378,
OHIO STATE UNIVERSITY,GOLDIE,SHABAD,POLITICAL SCIENCE,0,0,https://www.ratemyprofessors.com/professor/93027,
OHIO STATE UNIVERSITY,ELLIOT,SLOTNICK,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/51211,
OHIO STATE UNIVERSITY,DANIEL,VERDIER,POLITICAL SCIENCE,1,0,https://www.ratemyprofessors.com/professor/265178,
OHIO STATE UNIVERSITY,HERBERT,WEISBERG,POLITICAL SCIENCE,1,0,DNE,
OHIO STATE UNIVERSITY,JACK,WRIGHT,POLITICAL SCIENCE,1,0,DNE,
